Código UNEP-WCMC (World Conservation Monitoring Centre),codCnuc,Nome do Órgão Gestor,Nome da UC,Esfera Administrativa,Categoria de Manejo,Categoria IUCN (União Internacional para a Conservação da Natureza e dos Recursos Naturais),Municípios Abrangidos,Em conformidade com o SNUC,Estados Abrangidos,nome,anoCriacao,sigla,areaHa,perimetroM,atoLegal,esferaAdmin,siglaGrupo,UF,municipios,biomaIbge,biomaCrl,coordRegional,unidOrg,codCnucOld,linkOld,nomeUCOld,siglaNomeUCOld,siglaUCOld,nomeClasseOld,grupoOld,anoCriacaoOld,atoLegalOld,"DS_HISTO10,C,254Old",nomeCoordenacaoOld
 ,0000.13.1735 ,Secretaria de Estado do Meio Ambiente do Amazonas ,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL DO MATUPIRI ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Borba (AM) ,Sim ,AM ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.13.1736 ,Secretaria de Estado do Meio Ambiente do Amazonas ,PARQUE ESTADUAL DO MATUPIRI ,Estadual ,Parque ,Category II ,"Borba (AM), Manicoré (AM) ",Sim ,AM ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.13.1737 ,Secretaria de Estado do Meio Ambiente do Amazonas ,FLORESTA ESTADUAL CANUTAMA ,Estadual ,Floresta ,Category VI ,Canutama (AM) ,Sim ,AM ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.13.1977 ,Secretaria de Estado do Meio Ambiente do Amazonas ,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL DO RIO MADEIRA ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,"Manicoré (AM), Novo Aripuanã (AM) ",Sim ,AM ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.13.3182 ,Secretaria de Estado do Meio Ambiente do Amazonas ,RESERVA DE DESENVOLVIMENTO SUSTENTAVEL PURANGA CONQUISTA ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Manaus (AM) ,Sim ,AM ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.14.1927 ,Fundação Estadual do Meio Ambiente e Recursos Hídricos de Roraima ,ÁREA DE PROTEÇÃO AMBIENTAL - BAIXO RIO BRANCO ,Estadual ,Área de Proteção Ambiental ,Category V ,Rorainópolis (RR) ,Sim ,RR ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1021 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,PARQUE ESTADUAL DA SERRA DOS MARTÍRIOS/ANDORINHAS ,Estadual ,Parque ,Category II ,São Geraldo do Araguaia (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1022 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,PARQUE ESTADUAL DO UTINGA ,Estadual ,Parque ,Category II ,"Belém (PA), Ananindeua (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1023 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL DO ARQUIPÉLAGO DO MARAJÓ ,Estadual ,Área de Proteção Ambiental ,Category V ,"Afuá (PA), Anajás (PA), Breves (PA), Cachoeira do Arari (PA), Chaves (PA), Curralinho (PA), Muaná (PA), Salvaterra (PA), Santa Cruz do Arari (PA), Soure (PA), São Sebastião da Boa Vista (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1024 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL DE ALGODOAL-MAIANDEUA ,Estadual ,Área de Proteção Ambiental ,Category V ,Maracanã (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1025 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL DA REGIÃO METROLPOLITANA DE BELÉM ,Estadual ,Área de Proteção Ambiental ,Category V ,"Belém (PA), Ananindeua (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1026 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL DE SÃO GERALDO DO ARAGUAIA ,Estadual ,Área de Proteção Ambiental ,Category V ,São Geraldo do Araguaia (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1027 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL DA ILHA DO COMBU ,Estadual ,Área de Proteção Ambiental ,Category V ,Belém (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1028 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL PAYTUNA ,Estadual ,Área de Proteção Ambiental ,Category V ,Monte Alegre (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1029 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL DO LAGO DE TUCURUI ,Estadual ,Área de Proteção Ambiental ,Category V ,"Breu Branco (PA), Goianésia do Pará (PA), Itupiranga (PA), Jacundá (PA), Nova Ipixuna (PA), Novo Repartimento (PA), Tucuruí (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1030 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL ALCOBAÇA ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,"Novo Repartimento (PA), Tucuruí (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1031 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,RESERVA DE DESENVOLVIMENTO SUSTENTÁVEL PUCURUÍ - ARARÃO ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,"Novo Repartimento (PA), Tucuruí (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1032 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,PARQUE ESTADUAL DE MONTE ALEGRE ,Estadual ,Parque ,Category II ,Monte Alegre (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1033 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,RESERVA BIOLÓGICA DE MAICURU ,Estadual ,Reserva Biológica ,Category Ia ,"Monte Alegre (PA), Almeirim (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1034 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ESTAÇÃO ECOLÓGICA DO GRÃO PARÁ ,Estadual ,Estação Ecológica ,Category Ia ,"Oriximiná (PA), Óbidos (PA), Monte Alegre (PA), Alenquer (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1035 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,FLORESTA ESTADUAL DE FARO ,Estadual ,Floresta ,Category VI ,"Oriximiná (PA), Faro (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1036 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,FLORESTA ESTADUAL DE IRIRI ,Estadual ,Floresta ,Category VI ,Altamira (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1037 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,FLORESTA ESTADUAL DO TROMBETAS ,Estadual ,Floresta ,Category VI ,"Oriximiná (PA), Óbidos (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1038 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,FLORESTA ESTADUAL DO PARU ,Estadual ,Floresta ,Category VI ,"Óbidos (PA), Monte Alegre (PA), Almeirim (PA), Alenquer (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1039 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,ÁREA DE PROTEÇÃO AMBIENTAL TRIUNFO DO XINGU ,Estadual ,Área de Proteção Ambiental ,Category V ,"São Félix do Xingu (PA), Altamira (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.1881 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,REFúGIO DE VIDA SILVESTRE METRóPOLE DA AMAZôNIA ,Estadual ,Refúgio de Vida Silvestre ,Category III ,"Ananindeua (PA), Benevides (PA), Marituba (PA), Santa Isabel do Pará (PA) ",Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.2042 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,PARQUE ESTADUAL CHARAPUCU ,Estadual ,Parque ,Category II ,Afuá (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.3478 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,REFúGIO DE VIDA SILVESTRE TABULEIRO DO EMBAUBAL ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Senador José Porfírio (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.3479 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,REFúGIO DE VIDA SILVESTRE PADRE SéRGIO TONETTO ,Estadual ,Refúgio de Vida Silvestre ,Category III ,Maracanã (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.3480 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,RESERVA DE DESENVOLVIMENTO SUSTENTáVEL VITóRIA DE SOUZEL ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Senador José Porfírio (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.15.3481 ,Instituto de Desenvolvimento Florestal e da Biodiversidade do Pará ,RESERVA DE DESENVOLVIMENTO SUSTENTáVEL CAMPO DAS MANGABAS ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,Maracanã (PA) ,Sim ,PA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.16.0291 ,Secretaria de Estado do Meio Ambiente do Amapá ,RESERVA BIOLÓGICA DO PARAZINHO ,Estadual ,Reserva Biológica ,Category Ia ,Macapá (AP) ,Sim ,AP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.16.0292 ,Secretaria de Estado do Meio Ambiente do Amapá ,RESERVA DE DESENVOLVIMENTO SUSTENTáVEL DO RIO IRATAPURU ,Estadual ,Reserva de Desenvolvimento Sustentável ,Category VI ,"Laranjal do Jari (AP), Mazagão (AP), Pedra Branca do Amapari (AP) ",Sim ,AP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.16.0293 ,Secretaria de Estado do Meio Ambiente do Amapá ,ÁREA DE PROTEÇÃO AMBIENTAL DO RIO CURIAÚ ,Estadual ,Área de Proteção Ambiental ,Category V ,Macapá (AP) ,Sim ,AP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.16.0885 ,Secretaria de Estado do Meio Ambiente do Amapá ,FLORESTA ESTADUAL DO AMAPÁ ,Estadual ,Floresta ,Category VI ,"Amapá (AP), Calçoene (AP), Ferreira Gomes (AP), Mazagão (AP), Oiapoque (AP), Porto Grande (AP), Pracuúba (AP), Serra do Navio (AP), Tartarugalzinho (AP) ",Sim ,AP ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.16.0886 ,Secretaria de Estado do Meio Ambiente do Amapá ,ÁREA DE PROTEÇÃO AMBIENTAL DA FAZENDINHA ,Estadual ,Área de Proteção Ambiental ,Category V ,Macapá (AP) ,Sim ,AP ,,,,,,,,,,,,,,,,,,,,,,,,,
352018,0000.17.1486 ,Instituto Natureza do Tocantins ,PARQUE ESTADUAL DO JALAPãO ,Estadual ,Parque ,Category II ,Mateiros (TO) ,Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
352013,0000.17.1487 ,Instituto Natureza do Tocantins ,PARQUE ESTADUAL DO CANTãO ,Estadual ,Parque ,Category II ,Pium (TO) ,Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
352020,0000.17.1488 ,Instituto Natureza do Tocantins ,PARQUE ESTADUAL DO LAJEADO ,Estadual ,Parque ,Category II ,Palmas (TO) ,Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1489 ,Instituto Natureza do Tocantins ,MONUMENTO NATURAL DAS ÁRVORES FOSSILIZADAS ,Estadual ,Monumento Natural ,Category III ,Filadélfia (TO) ,Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1491 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEÇÃO AMBIENTAL DAS NASCENTES DE ARAGUAINA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Araguaína (TO), Babaçulândia (TO), Wanderlândia (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1492 ,Instituto Natureza do Tocantins ,"ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SÃO SALVADOR DO TOCANTINS, PARANÃ E PALMEIRÓPOLIS ",Estadual ,Área de Proteção Ambiental ,Category V ,"Palmeirópolis (TO), Paranã (TO), São Salvador do Tocantins (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
351904,0000.17.1493 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE SANTA ISABEL ,Estadual ,Área de Proteção Ambiental ,Category V ,"Ananás (TO), Araguanã (TO), Riachinho (TO), Xambioá (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1494 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PEIXE/ANGICAL ,Estadual ,Área de Proteção Ambiental ,Category V ,"Paranã (TO), Peixe (TO), São Salvador do Tocantins (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1497 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEÇÃO AMBIENTAL LAGO DE PALMAS ,Estadual ,Área de Proteção Ambiental ,Category V ,Porto Nacional (TO) ,Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
351911,0000.17.1498 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEÇÃO AMBIENTAL SERRA DO LAJEADO ,Estadual ,Área de Proteção Ambiental ,Category V ,"Aparecida do Rio Negro (TO), Lajeado (TO), Palmas (TO), Tocantínia (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1499 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEçãO AMBIENTAL JALAPãO ,Estadual ,Área de Proteção Ambiental ,Category V ,"Mateiros (TO), Novo Acordo (TO), Ponte Alta do Tocantins (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.17.1500 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEçãO AMBIENTAL FOZ DO RIO SANTA TEREZA ,Estadual ,Área de Proteção Ambiental ,Category V ,Peixe (TO) ,Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
351900,0000.17.1501 ,Instituto Natureza do Tocantins ,ÁREA DE PROTEÇÃO AMBIENTAL ILHA DO BANANAL/CANTÃO ,Estadual ,Área de Proteção Ambiental ,Category V ,"Chapada de Areia (TO), Pium (TO), Monte Santo do Tocantins (TO), Marianópolis do Tocantins (TO), Dois Irmãos do Tocantins (TO), Divinópolis do Tocantins (TO), Caseara (TO), Araguacema (TO), Abreulândia (TO) ",Sim ,TO ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1882 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,PARQUE ESTADUAL DO BACANGA ,Estadual ,Parque ,Category II ,São Luís (MA) ,Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1885 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DAS REENTRâNCIAS MARANHENSES ,Estadual ,Área de Proteção Ambiental ,Category V ,"Alcântara (MA), Bacuri (MA), Bequimão (MA), Carutapera (MA), Cedral (MA), Cururupu (MA), Cândido Mendes (MA), Godofredo Viana (MA), Guimarães (MA), Luís Domingues (MA), Mirinzal (MA), Turiaçu (MA) ",Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1886 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,PARQUE ESTADUAL MARINHO DO PARCEL DE MANUEL LUíS ,Estadual ,Parque ,Category II ,Cururupu (MA) ,Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1887 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DA BAIXADA MARANHENSE ,Estadual ,Área de Proteção Ambiental ,Category V ,"Anajatuba (MA), Arari (MA), Bequimão (MA), Cajari (MA), Lago Verde (MA), Matinha (MA), Mirinzal (MA), Monção (MA), Olho D'Água das Cunhãs (MA), Palmeirândia (MA), Penalva (MA), Peri Mirim (MA), Pindaré Mirim (MA), Pinheiro (MA), Pio XII (MA), Santa Helena (MA), São Bento (MA), São João Batista (MA), São Mateus do Maranhão (MA), São Vicente Ferrer (MA), Viana (MA), Vitória do Mearim (MA) ",Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1888 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DE UPAON-AçU / MIRITIBA / ALTO PREGUIçAS ,Estadual ,Área de Proteção Ambiental ,Category V ,"Axixá (MA), Barreirinhas (MA), Humberto de Campos (MA), Icatu (MA), Morros (MA), Paço do Lumiar (MA), Presidente Juscelino (MA), Primeira Cruz (MA), Raposa (MA), Rosário (MA), Santa Quitéria do Maranhão (MA), Santa Rita (MA), São Benedito do Rio Preto (MA), São Bernardo (MA), São José de Ribamar (MA), São Luís (MA), Urbano Santos (MA) ",Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1889 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DA FOZ DO RIO DAS PREGUIçAS - PEQUENOS LENçóIS - REGIãO LAGUNAR ADJACENTE ,Estadual ,Área de Proteção Ambiental ,Category V ,"Araioses (MA), Barreirinhas (MA), Tutóia (MA), Água Doce do Maranhão (MA) ",Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1890 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DO ITAPIRACó ,Estadual ,Área de Proteção Ambiental ,Category V ,"São José de Ribamar (MA), São Luís (MA) ",Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1891 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ESTAçãO ECOLóGICA DO SíTIO RANGEDOR ,Estadual ,Estação Ecológica ,Category Ia ,São Luís (MA) ,Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1892 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DOS MORROS GARAPENSES ,Estadual ,Área de Proteção Ambiental ,Category V ,"Afonso Cunha (MA), Buriti (MA), Coelho Neto (MA), Duque Bacelar (MA) ",Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1893 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,ÁREA DE PROTEçãO AMBIENTAL DA REGIãO DO MARACANã ,Estadual ,Área de Proteção Ambiental ,Category V ,São Luís (MA) ,Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.21.1963 ,Secretaria de Estado de Meio Ambiente e Recursos Naturais do Maranhão ,PARQUE ESTADUAL DE MIRADOR ,Estadual ,Parque ,Category II ,Mirador (MA) ,Sim ,MA ,,,,,,,,,,,,,,,,,,,,,,,,,
33544,0000.23.0946 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DE BATURITÉ ,Estadual ,Área de Proteção Ambiental ,Category V ,"Aratuba (CE), Baturité (CE), Caridade (CE), Capistrano (CE), Guaramiranga (CE), Mulungu (CE), Pacoti (CE), Redenção (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352185,0000.23.0947 ,Secretaria do Meio Ambiente do Ceará ,PARQUE ESTADUAL MARINHO DA PEDRA DA RISCA DO MEIO ,Estadual ,Parque ,Category II ,Fortaleza (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352117,0000.23.0948 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DA SERRA DA ARATANHA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Guaiúba (CE), Maranguape (CE), Pacatuba (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352116,0000.23.0949 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DO LAGAMAR DO CAUIPE ,Estadual ,Área de Proteção Ambiental ,Category V ,Caucaia (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.0950 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DO PECEM ,Estadual ,Área de Proteção Ambiental ,Category V ,São Gonçalo do Amarante (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352189,0000.23.0951 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO CEARÁ ,Estadual ,Área de Proteção Ambiental ,Category V ,"Caucaia (CE), Fortaleza (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.0952 ,Secretaria do Meio Ambiente do Ceará ,ESTAÇÃO ECOLÓGICA DO PÉCEM ,Estadual ,Estação Ecológica ,Category Ia ,"Caucaia (CE), São Gonçalo do Amarante (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352190,0000.23.0953 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DO URUAÚ ,Estadual ,Área de Proteção Ambiental ,Category V ,Beberibe (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352183,0000.23.0954 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DA BICA DO IPÚ ,Estadual ,Área de Proteção Ambiental ,Category V ,Ipu (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352195,0000.23.0955 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO CURU ,Estadual ,Área de Proteção Ambiental ,Category V ,"Paracuru (CE), Paraipaba (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352194,0000.23.0956 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DO ESTUÁRIO DO RIO MUNDAÚ ,Estadual ,Área de Proteção Ambiental ,Category V ,"Itapipoca (CE), Trairi (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352196,0000.23.0957 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DAS DUNAS DE PARACURU ,Estadual ,Área de Proteção Ambiental ,Category V ,Paracuru (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352186,0000.23.0958 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DAS DUNAS DA LAGOINHA ,Estadual ,Área de Proteção Ambiental ,Category V ,Paraipaba (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352193,0000.23.0959 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DO RIO PACOTI ,Estadual ,Área de Proteção Ambiental ,Category V ,"Aquiraz (CE), Eusébio (CE), Fortaleza (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352192,0000.23.0960 ,Secretaria do Meio Ambiente do Ceará ,MONUMENTO NATURAL MONÓLITOS DE QUIXADÁ ,Estadual ,Monumento Natural ,Category III ,Quixadá (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352191,0000.23.0961 ,Secretaria do Meio Ambiente do Ceará ,MONUMENTO NATURAL DAS FALÉSIAS DE BEBERIBE ,Estadual ,Monumento Natural ,Category III ,Beberibe (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
352184,0000.23.0962 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE PROTEÇÃO AMBIENTAL DA LAGOA DA JIJOCA ,Estadual ,Área de Proteção Ambiental ,Category V ,"Cruz (CE), Jijoca de Jericoacoara (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
61690,0000.23.0963 ,Secretaria do Meio Ambiente do Ceará ,PARQUE ESTADUAL DO COCÓ ,Estadual ,Parque ,Category II ,"Fortaleza (CE), Itaitinga (CE), Maracanaú (CE), Pacatuba (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.1930 ,Secretaria do Meio Ambiente do Ceará ,PARQUE ESTADUAL SÍTIO FUNDÃO ,Estadual ,Parque ,Category II ,Crato (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.1931 ,Secretaria do Meio Ambiente do Ceará ,PARQUE ESTADUAL BOTÂNICO DO CEARÁ ,Estadual ,Parque ,Category II ,Caucaia (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.1932 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DO SÍTIO CURIÓ ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,Fortaleza (CE) ,Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.1933 ,Secretaria do Meio Ambiente do Ceará ,PARQUE ESTADUAL DAS CARNAÚBAS ,Estadual ,Parque ,Category II ,"Granja (CE), Viçosa do Ceará (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
 ,0000.23.3483 ,Secretaria do Meio Ambiente do Ceará ,ÁREA DE RELEVANTE INTERESSE ECOLÓGICO DAS ÁGUAS EMENDADAS DOS INHAMUNS ,Estadual ,Área de Relevante Interesse Ecológico ,Category IV ,"Independência (CE), Pedra Branca (CE), Tauá (CE) ",Sim ,CE ,,,,,,,,,,,,,,,,,,,,,,,,,
